,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.6796131134033203,0.7459499835968018,0.4630684554576874,0.8212000131607056
1,0.48191288113594055,0.8198666572570801,0.40174371004104614,0.8550999760627747
2,0.42739689350128174,0.8425166606903076,0.3521770238876343,0.8725000023841858
3,0.3947758376598358,0.8551499843597412,0.33793607354164124,0.8762999773025513
4,0.36693477630615234,0.8639333248138428,0.30811506509780884,0.8873999714851379
5,0.35105788707733154,0.870199978351593,0.30155453085899353,0.8884999752044678
6,0.33258751034736633,0.8762666583061218,0.28404051065444946,0.894599974155426
7,0.3208325505256653,0.8799499869346619,0.26928043365478516,0.9004999995231628
8,0.30935773253440857,0.8854166865348816,0.2614886462688446,0.9061999917030334
9,0.3004472255706787,0.8892499804496765,0.25787192583084106,0.9063000082969666
10,0.2935175597667694,0.8912000060081482,0.26271191239356995,0.902899980545044
11,0.2842428982257843,0.8932333588600159,0.24349267780780792,0.9078999757766724
12,0.2773301899433136,0.895966649055481,0.24145855009555817,0.9114000201225281
13,0.2757197916507721,0.8987333178520203,0.2361418902873993,0.9129999876022339
14,0.26609939336776733,0.9011666774749756,0.2380058318376541,0.9132999777793884
15,0.2603038549423218,0.9024500250816345,0.23637723922729492,0.9118000268936157
16,0.2548513412475586,0.9033166766166687,0.2368679940700531,0.9108999967575073
17,0.2526816427707672,0.904783308506012,0.229093536734581,0.9133999943733215
18,0.24732688069343567,0.9062666893005371,0.22802099585533142,0.9154999852180481
19,0.24425624310970306,0.90788334608078,0.2279634028673172,0.9144999980926514
20,0.24166668951511383,0.9094333052635193,0.2248496115207672,0.9154000282287598
21,0.23546922206878662,0.9108666777610779,0.22396306693553925,0.9172000288963318
22,0.23377834260463715,0.9118000268936157,0.21734140813350677,0.9182999730110168
23,0.23182010650634766,0.9134833216667175,0.2201923280954361,0.916700005531311
24,0.2285129278898239,0.9150333404541016,0.22099079191684723,0.9158999919891357
