,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.5067795515060425,0.820816695690155,0.3337840139865875,0.8779000043869019
1,0.37083446979522705,0.8680166602134705,0.28495025634765625,0.8974000215530396
2,0.3342111110687256,0.8798999786376953,0.26601994037628174,0.9039000272750854
3,0.30835551023483276,0.8879666924476624,0.2564898431301117,0.9077000021934509
4,0.2941787540912628,0.8933666944503784,0.24959971010684967,0.9064000248908997
5,0.2830803394317627,0.8966333270072937,0.24328799545764923,0.9089000225067139
6,0.271426796913147,0.8994500041007996,0.23980869352817535,0.9135000109672546
7,0.26343339681625366,0.9024333357810974,0.23674316704273224,0.9125000238418579
8,0.25698378682136536,0.9052000045776367,0.23469653725624084,0.9129999876022339
9,0.24932461977005005,0.9060999751091003,0.22910422086715698,0.9156000018119812
10,0.24495327472686768,0.9081000089645386,0.2181217521429062,0.919700026512146
11,0.23783265054225922,0.9120000004768372,0.22058594226837158,0.9211000204086304
12,0.2355138063430786,0.9132166504859924,0.21955335140228271,0.9190999865531921
13,0.22987371683120728,0.9144999980926514,0.2165830284357071,0.9218999743461609
14,0.22326698899269104,0.9155833125114441,0.21682631969451904,0.9217000007629395
15,0.22172066569328308,0.9163333177566528,0.21037153899669647,0.9261000156402588
16,0.2173527032136917,0.9180166721343994,0.21327286958694458,0.9239000082015991
17,0.21366915106773376,0.9190833568572998,0.2115785926580429,0.9232000112533569
18,0.20829255878925323,0.9209833145141602,0.21390016376972198,0.9229000210762024
19,0.20949871838092804,0.9211500287055969,0.20654404163360596,0.9240999817848206
20,0.20699849724769592,0.9211333394050598,0.20819607377052307,0.9264000058174133
21,0.20027776062488556,0.9243999719619751,0.2106255143880844,0.925599992275238
22,0.20105697214603424,0.9233166575431824,0.2091149389743805,0.9241999983787537
23,0.19906489551067352,0.9247666597366333,0.21140605211257935,0.9254999756813049
24,0.19677716493606567,0.9265333414077759,0.208677738904953,0.928600013256073
